
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → wo_time_clock_type
title | string | Title
uid | entity_reference | Teammate → user
created | created | Entered On
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_end_time | datetime | End Time
field_notes | string | Notes
field_start_time | datetime | Start Time
field_teammate | entity_reference | Teammate → user
field_total_time | wo_total_time | Total Time
field_work_order | entity_reference | Work Order → work_order

=== ENTITY: wo_estimate_notes | BUNDLE: note | Note ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → wo_estimate_notes_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_estimate_note | text_long | Estimate Note
field_work_order | entity_reference | Work Order → work_order

=== ENTITY: estimate_items | BUNDLE: equipment | Equipment ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → estimate_items_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_cost_subtotal | decimal | Cost Subtotal
field_equipment | entity_reference | Equipment → equipment
field_equipment_for | entity_reference | Equipment For → taxonomy_term
field_estimate | entity_reference | Estimate → estimate
field_line_total | decimal | Line Total
field_markup | decimal | Markup
field_phase | entity_reference | Phase → taxonomy_term
field_pricing_class | list_string | Pricing Class
field_quantity | integer | Days/Hours
field_unit_price | decimal | Day/Hourly Rate

=== ENTITY: estimate_items | BUNDLE: labor | Labor ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → estimate_items_type
title | string | Title
uid | entity_reference | Entered By → user
created | created | Entered on
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_cost_subtotal | decimal | Cost Subtotal
field_estimate | entity_reference | Estimate → estimate
field_labor_class | list_string | Labor Class
field_labor_type | entity_reference | Labor Type → taxonomy_term
field_line_total | decimal | Line Total
field_phase | entity_reference | Phase → taxonomy_term
field_pricing_class | list_string | Pricing Class
field_quantity | integer | Hours
field_rate_per_ksqft | decimal | Production Rate per 1,000 Sq Ft
field_unit_price | decimal | Hourly Rate

=== ENTITY: estimate_items | BUNDLE: materials | Materials ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → estimate_items_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_cost_subtotal | decimal | Cost Subtotal
field_estimate | entity_reference | Estimate → estimate
field_line_total | decimal | Line Total
field_markup | decimal | Markup
field_material | entity_reference | Material → material
field_phase | entity_reference | Phase → taxonomy_term
field_pricing_class | list_string | Pricing Class
field_quantity | integer | Quantity
field_unit_price | decimal | Unit Price

=== ENTITY: estimate_items | BUNDLE: subcontractor | Subcontractor ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → estimate_items_type
title | string | Title
uid | entity_reference | Entered By → user
created | created | Entered on
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_cost_subtotal | decimal | Cost Subtotal
field_estimate | entity_reference | Estimate → estimate
field_line_total | decimal | Line Total
field_markup | decimal | Markup
field_phase | entity_reference | Phase → taxonomy_term
field_pricing_class | list_string | Pricing Class
field_quantity | integer | Days/Hours
field_supplier | entity_reference | Supplier → supplier
field_unit_price | decimal | Day/Hourly Rate

=== ENTITY: estimate_notes | BUNDLE: note | Note ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → estimate_notes_type
title | string | Title
uid | entity_reference | Entered By → user
created | created | Entered on
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_estimate | entity_reference | Estimate → estimate
field_note | text_long | Note

=== ENTITY: estimate_action_log | BUNDLE: log | Estimate Log ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → estimate_action_log_type
title | string | Title
uid | entity_reference | Entered By → user
created | created | Entered on
changed | changed | Changed
default_langcode | boolean | Default translation
field_action | string | Action
field_admin_override | boolean | Admin Override
field_context | string_long | Context
field_estimate | entity_reference | Estimate → estimate
field_from_stage | entity_reference | From Stage → taxonomy_term
field_to_stage | entity_reference | To Stage → taxonomy_term

=== ENTITY: estimate_action_log | BUNDLE: request_log | Request Log ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → estimate_action_log_type
title | string | Title
uid | entity_reference | Entered By → user
created | created | Entered on
changed | changed | Updated
default_langcode | boolean | Default translation
field_action | string | Action
field_admin_override | boolean | Admin Override
field_context | string_long | Context
field_from_status | entity_reference | From Status → taxonomy_term
field_request | entity_reference | Request → estimate_request
field_to_status | entity_reference | To Status → taxonomy_term

=== ENTITY: contract_action_log | BUNDLE: log | Log ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → contract_action_log_type
title | string | Title
uid | entity_reference | Entered By → user
created | created | Entered on
changed | changed | Updated
default_langcode | boolean | Default translation
field_action | string | Action
field_actor | list_string | Actor
field_admin_override | boolean | Admin Override
field_context | string_long | Context
field_contract | entity_reference | Contract → contracts
field_from_status | entity_reference | From Status → taxonomy_term
field_to_status | entity_reference | To Status → taxonomy_term

=== ENTITY: contract_notes | BUNDLE: note | Note ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → contract_notes_type
title | string | Title
uid | entity_reference | Entered By → user
created | created | Entered on
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_contract | entity_reference | Contract → contracts
field_note | text_long | Note

=== ENTITY: property | BUNDLE: included_address | Included Address ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_address | string | Address
field_associated_property | entity_reference | Associated Property → properties
field_unit | string | Unit

=== ENTITY: ownership_record | BUNDLE: record | record ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → ownership_record_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_property_owner | entity_reference | Property Owner → user
field_property_reference | entity_reference | Property Reference → properties

=== ENTITY: property_christmas_decor | BUNDLE: information | Information ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_christmas_decor_type
title | string | Title
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_christmas_decor_contracted | boolean | Christmas Decorations Contracted
field_christmas_decor_lightcolor | entity_reference | Christmas Light Colors → taxonomy_term
field_christmas_decor_light_type | entity_reference | Christmas Light Types → taxonomy_term
field_christmas_decor_photos | image | Finished Photos
field_christmas_light_diagram | image | Installation Diagram
field_property | entity_reference | Property → properties
field_xmas_installation_photos | image | Installation Photos

=== ENTITY: property_fertilizing_info | BUNDLE: lawn_fertilizing_information | Lawn Fertilizing Information ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_fertilizing_info_type
title | string | Title
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_fertilized_last | datetime | Last Fertilized
field_fertilized_last_by | entity_reference | Last Fertilized By → user
field_fertilizer_lbs_applied | decimal | Last Amount Applied
field_fertilizer_notes | string | Notes and Instructions
field_fertilizer_route_order | integer | Fertilizer Route Order
field_lawn_fertilizer_contracted | boolean | Lawn Fertilizer Contracted
field_property | entity_reference | Property → properties
field_turf_pre_emergent_property | boolean | Turf Pre-emergent Property

=== ENTITY: property_fertilizing_info | BUNDLE: shrub_and_tree_fertilizing | Shrub and Tree Fertilizing ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_fertilizing_info_type
title | string | Title
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_fertilized_last | datetime | Last Fertilized
field_fertilized_last_by | entity_reference | Last Fertilized By → user
field_fertilizer_lbs_applied | decimal | Last Amount Applied
field_property | entity_reference | Property → properties
field_shrub_tree_fert_contracted | boolean | Fertilizing of Shrubs and Trees Contracted

=== ENTITY: property_instructions | BUNDLE: residential | Residential ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_instructions_type
title | string | Instruction
uid | entity_reference | Entered by → user
created | created | Entered on
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_instruction_notes | string_long | Instruction Notes
field_property | entity_reference | Property → properties

=== ENTITY: property_landscape_details | BUNDLE: current | Current ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_landscape_details_type
title | string | Title
uid | entity_reference | Entered By → user
created | created | Entered On
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_deer_protection_contracted | boolean | Deer Protection Contracted
field_fall_cleanup_contracted | boolean | Fall Cleanup Contracted
field_last_pulled_by | entity_reference | Last Pulled By → user
field_last_pulled_date | datetime | Last Pulled Date
field_new_landscaping_contracted | boolean | New Landscaping Contracted
field_number_of_shrubs | integer | Number of Shrubs
field_number_of_trees | integer | Total Number of Trees
field_number_of_trees_aspen | integer | Aspen Trees
field_number_of_trees_bluespruce | integer | Blue Spruce
field_number_of_trees_deciduous | integer | Other Deciduous Trees
field_number_of_trees_frui | integer | Fruit Trees
field_number_of_trees_pinyon | integer | Pinyon Pine
field_num_backflows | integer | Number of Backflows
field_other_details | string | Other Details
field_property | entity_reference | Property → properties
field_spring_cleanup_contracted | boolean | Spring Cleanup Contracted
field_summer_pruning_contracted | boolean | Summer Pruning Contracted
field_turf_sq_footage | integer | Turf sq. footage
field_weed_pulling_contracted | boolean | Weed Pulling Contracted

=== ENTITY: property_lawn_maintenance | BUNDLE: lawn_maintenance_info | Information ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_lawn_maintenance_type
title | string | Title
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_aerating_lawns_contracted | boolean | Aerating Lawns Contracted
field_dethatching_contracted | boolean | Dethatching Contracted
field_mowing_assigned_to | entity_reference | Assigned To → user
field_mowing_contracted | boolean | Mowing Contracted
field_mowing_dumping_location | string | Dumping Location
field_mowing_frequency | entity_reference | How often → taxonomy_term
field_mowing_instructions | string | Special Mowing Instructions
field_mowing_last_mowed | datetime | Last Mowed
field_mowing_last_mowed_by | entity_reference | Last Mowed by → user
field_mowing_priority | integer | Mowing Priority
field_mowing_weekday | list_string | Day of Week to mow
field_property | entity_reference | Property → properties

=== ENTITY: property_snow_removal_info | BUNDLE: information | Information ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_snow_removal_info_type
title | string | Title
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_app | entity_reference | App → client_app
field_plow_route | entity_reference | Plow Route → taxonomy_term
field_property | entity_reference | Property → properties
field_snow_last_mag_amount | decimal | Last Mag Amount
field_snow_removal_assigned_to | entity_reference | Assigned to Plow Driver → user
field_snow_removal_complete_by | string | Complete By
field_snow_removal_contracted | boolean | Snow Plow Contracted
field_snow_removal_icy_condition | list_string | Check for Icy Conditions
field_snow_removal_instructions | string | Special Instructions
field_snow_removal_last_plowed | datetime | Last Plowed
field_snow_removal_last_plow_by | entity_reference | Last Plowed by → user
field_snow_removal_last_salt_amt | decimal | Last Salt Amount
field_snow_removal_map | image | Plow Map
field_snow_removal_max_salt | list_string | Max Amount Per Visit
field_snow_removal_minimum | list_string | Snow Level to Plow Trigger
field_snow_removal_priority | integer | Plow Priority
field_snow_removal_salt | boolean | Salt
field_snow_removal_sidewalks | boolean | Shovel Sidewalks

=== ENTITY: property_spraying_info | BUNDLE: aspen_twig_gall | Aspen Twig Gall ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_aspen_twig_gall_contracted | boolean | Aspen Twig Gall Contracted
field_last_amount_applied | decimal | Last Amount Applied
field_last_applied_by | entity_reference | Last Applied By → user
field_last_applied_date | datetime | Last Applied Date
field_property | entity_reference | Property → properties
field_spray_map | image | Aspen Twig Gall Spray Map
field_spray_notes | string | Aspen Twig Gall Application Notes

=== ENTITY: property_spraying_info | BUNDLE: cooley_spruce | Cooley Spruce ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_cooley_spruce_contracted | boolean | Cooley Spruce Contracted
field_last_amount_applied | decimal | Last Amount Applied
field_last_applied_by | entity_reference | Last Applied By → user
field_last_applied_date | datetime | Last Applied Date
field_property | entity_reference | Property → properties
field_spray_map | image | Cooley Spruce Spray Map
field_spray_notes | string | Cooley Spruce Application Notes

=== ENTITY: property_spraying_info | BUNDLE: deciduous_bore | Deciduous Bore ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_deciduous_bore_contracted | boolean | Deciduous Bore Contracted
field_last_amount_applied | decimal | Last Amount Applied
field_last_applied_by | entity_reference | Last Applied By → user
field_last_applied_date | datetime | Last Applied Date
field_property | entity_reference | Property → properties
field_spray_map | image | Deciduous Bore Spray Map
field_spray_notes | string | Deciduous Bore Application Notes

=== ENTITY: property_spraying_info | BUNDLE: dormant_oil | Dormant Oil ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_dormant_oil_contracted | boolean | Dormant Oil Contracted
field_last_amount_applied | decimal | Last Amount Applied
field_last_applied_by | entity_reference | Last Applied By → user
field_last_applied_date | datetime | Last Applied Date
field_property | entity_reference | Property → properties
field_spray_map | image | Dormant Oil Spray Map
field_spray_notes | string | Dormant Oil Application Notes

=== ENTITY: property_spraying_info | BUNDLE: grub_prevention | Grub Prevention ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_grub_prevention_contracted | boolean | Grub Prevention Contracted
field_last_amount_applied | decimal | Last Pounds Applied
field_last_applied_by | entity_reference | Last Applied By → user
field_last_applied_date | datetime | Last Applied Date
field_property | entity_reference | Property → properties
field_spray_map | image | Grub Prevention Application Map
field_spray_notes | string | Grub Prevention Application Notes

=== ENTITY: property_spraying_info | BUNDLE: ips_beetle | Ips Beetle ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_ips_beetle_contracted | boolean | Ips Beetle Contracted
field_last_amount_applied | decimal | Last Amount Applied
field_last_applied_by | entity_reference | Last Applied By → user
field_last_applied_date | datetime | Last Applied Date
field_property | entity_reference | Property → properties
field_spray_map | image | Ips Beetle Spray Map
field_spray_notes | string | Ips Beetle Application Notes

=== ENTITY: property_spraying_info | BUNDLE: pre_emergent | Pre-emergent ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_last_amount_applied | decimal | Amount Applied
field_last_applied_by | entity_reference | Applied By → user
field_last_applied_date | datetime | Applied Date
field_last_chemicals | entity_reference | Last Chemicals → chemical
field_last_season_applied | list_string | Last Season Applied
field_pre_emergent_contracted | boolean | Pre-emergent Contracted
field_property | entity_reference | Property → properties
field_spray_map | image | Pre-emergent Spray Map
field_spray_map_file | file | Corel File
field_spray_notes | string | Pre-emergent Spray Notes

=== ENTITY: property_spraying_info | BUNDLE: trunk_bore | Trunk Bore ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_last_amount_applied | decimal | Last Amount Applied
field_last_applied_by | entity_reference | Last Applied By → user
field_last_applied_date | datetime | Last Applied Date
field_property | entity_reference | Property → properties
field_spray_map | image | Trunk Bore Spray Map
field_spray_notes | string | Trunk Bore Application Notes
field_trunk_bore_contracted | boolean | Trunk Bore Contracted

=== ENTITY: property_spraying_info | BUNDLE: weed_spraying | Weed Spraying ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_spraying_info_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_beds_spraying_frequency | entity_reference | Bed Frequency → taxonomy_term
field_last_amount_applied | decimal | Last Amount Applied
field_last_applied_by | entity_reference | Last Applied By → user
field_last_applied_date | datetime | Last Applied Date
field_misc_spraying_frequency | entity_reference | Misc. Frequency → taxonomy_term
field_property | entity_reference | Property → properties
field_route_order | integer | Route Order
field_spray_map | image | Spray Map
field_spray_notes | string | Spray Notes
field_spray_route | boolean | Include On Spray Route
field_weed_beds_contracted | boolean | Landscape Beds Contracted
field_weed_misc_contracted | boolean | Misc. Areas Contracted

=== ENTITY: property_sprinkler_design | BUNDLE: design | Design ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_sprinkler_design_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_corel_draw_file | file | Design Corel Draw File
field_design_pdf_file | file | Design PDF File
field_property | entity_reference | Property → properties
field_sprinkler_design | image | Sprinkler Design / Diagram
field_work_order | entity_reference | Attached Work Order → work_order

=== ENTITY: property_sprinkler_info | BUNDLE: general_information | Sprinkler Information ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_sprinkler_info_type
title | string | Title
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_field_ss_check_how_often | entity_reference | How Often → taxonomy_term
field_last_checked_by | entity_reference | Last Checked By → user
field_last_system_check | datetime | Last System Check
field_property | entity_reference | Property → properties
field_ss_check_contract | boolean | Irrigation System Check Contracted
field_ss_check_instructions | string | Special Instructions
field_ss_shut_down_contract | boolean | Irrigation Shut Down Contracted
field_ss_start_up_contracted | boolean | Irrigation Start Up Contracted
field_ss_start_up_notes | string | Start Up Notes
field_ss_winterizing_notes | string | Winterizing Notes
field_systems | entity_reference | Systems → property_sprinkler_system

=== ENTITY: property_sprinkler_pumps | BUNDLE: pump | Pump ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_sprinkler_pumps_type
title | string | Name
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_property_ss_source | entity_reference | Property SS Source → property_ss_sources
field_pump_configuration_photos | image | Configuration Photos
field_pump_discharge_size | list_string | Discharge Size
field_pump_in_house_item | entity_reference | In House Item → material
field_pump_location | string | Location on Property
field_pump_manufactured | entity_reference | Manufactured → manufacturer
field_pump_model_number | string | Model Number
field_pump_phase | list_string | Phase
field_pump_serial_number | string | Serial Number
field_pump_serial_number_pic | image | Serial Number Pic
field_pump_size | list_string | Horse Power
field_pump_suction_size | list_string | Suction Size
field_pump_volts | list_string | Volts

=== ENTITY: property_sprinkler_system | BUNDLE: system | System ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_sprinkler_system_type
title | string | Title
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_complexity_level | entity_reference | Complexity Level → taxonomy_term
field_controler | entity_reference | Controller → material
field_old_system_id | integer | old_system_id
field_operation | entity_reference | Operation → taxonomy_term
field_property | entity_reference | Property → properties
field_property_system_info | entity_reference | Property System Info → property_sprinkler_info
field_ss_zones | entity_reference | Zones → property_ss_zones
field_system_name | string | System Name
field_system_type | entity_reference | System Type → sprinkler_system_types
field_total_zones | integer | Total Zones
field_water_sources | entity_reference | Water Source → property_ss_sources
field_zone_map | image | Zone Map

=== ENTITY: property_ss_sources | BUNDLE: dirty_water_source | Dirty Water Source ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_ss_sources_type
title | string | Title
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_dirty_water_source_type | list_string | Dirty Water Source Type
field_location | string | Location
field_property_ss_system | entity_reference | Property SS System → property_sprinkler_system
field_pumps | entity_reference | Pump → property_sprinkler_pumps
field_ss_key_needed | list_string | Key Needed
field_ss_shut_off_location_pic | image | Shut-off Location Photo(s)
field_ss_shut_off_notes | string | Shut off Notes
field_ss_source_name | string | Source Name
field_water_shut_off | string | Water Shut Off

=== ENTITY: property_ss_sources | BUNDLE: domestic_source | Domestic Source ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_ss_sources_type
title | string | Title
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_property_ss_system | entity_reference | Property SS System → property_sprinkler_system
field_shut_off_location_descript | string | Shut off Location Description
field_source_size | list_string | Source Size
field_ss_backflow | entity_reference | Backflow → material
field_ss_backflow_location | string | Backflow Location
field_ss_backflow_photos | image | Backflow Configuration Photos
field_ss_key_needed | list_string | Key Needed
field_ss_shut_off_location | list_string | Shut off Location
field_ss_shut_off_location_pic | image | Shut-off Location Photo(s)
field_ss_shut_off_notes | string | Shut off Notes
field_ss_source_name | string | Source Name
field_ss_source_valve | list_string | Source Valve

=== ENTITY: property_ss_sources | BUNDLE: well_water_source | Well Water Source ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_ss_sources_type
title | string | Title
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_property_ss_system | entity_reference | Property SS System → property_sprinkler_system
field_shut_off_location_descript | string | Shut off Location Description
field_source_size | list_string | Source Size
field_ss_key_needed | list_string | Key Needed
field_ss_shut_off_location | list_string | Well Location
field_ss_shut_off_location_pic | image | Shut-off Location Photo(s)
field_ss_shut_off_notes | string | Shut off Notes
field_ss_source_name | string | Source Name
field_ss_source_valve | list_string | Shut Off Valve

=== ENTITY: property_ss_zones | BUNDLE: zone | Zone ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_ss_zones_type
title | string | Title
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_clock_number | integer | Clock Number
field_clock_zone_number | integer | Clock Zone Number
field_lateral_lines | list_string | Lateral Lines
field_manual_automatic | boolean | Manual / Automatic
field_property | entity_reference | Property → properties
field_property_ss_system | entity_reference | Property SS System → property_sprinkler_system
field_ss_valve_box_location | string | Valve Box Location
field_ss_valve_type | entity_reference | Valve Type → material
field_ss_zone_location | string | Location
field_ss_zone_photos | image | Zone Photos
field_ss_zone_sprinkler_types | entity_reference | Sprinkler Types → sprinkler_types
field_ss_zone_swing_pipe | boolean | Swing Pipe Used
field_ss_zone_type | list_string | Zone Type
field_ss_zone_valve_box | string | Valve Box
field_valve_box_gps_coordinates | geofield | Valve Box GPS Coordinates
field_zone_name | string | Zone Name

=== ENTITY: property_system_controller | BUNDLE: controller | Controller ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_system_controller_type
title | string | Title
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_controller | entity_reference | Controller → material
field_controller_description | string | Controller Description
field_controller_location | string | Location Notes
field_controller_number | integer | Controller Number
field_controller_photos | image | Controller Photos
field_controller_type | list_integer | Controller Type
field_property_ss_system | entity_reference | Property SS System → property_sprinkler_system
field_stocked_controller | boolean | Stocked Controller

=== ENTITY: property_zone_watering_time | BUNDLE: watering_time | Watering Time ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → property_zone_watering_time_type
title | string | Title
uid | entity_reference | Changed By → user
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_ss_zone_clock_program | list_string | Program
field_ss_zone_referenced | entity_reference | Zone → property_ss_zones
field_ss_zone_run_time | integer | Run Time
field_ss_zone_timechange_reason | string | Reason

=== ENTITY: contacts | BUNDLE: contact | Contact ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → contacts_type
title | string | Full Name
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_address | entity_reference | Address → address
field_birthday | datetime | Birthday
field_contact_notes | string_long | Contact Notes
field_contact_status | list_string | Contact Status
field_email | email | Primary Email
field_first_name | string | First Name
field_gender | list_string | Gender
field_job_title | string | Job Title
field_last_name | string | Last Name
field_phone_number | entity_reference | Phone Numbers → phone_number
field_spouse_s_name | string | Spouse's Name

=== ENTITY: contacts | BUNDLE: emergency_contacts | Emergency Contacts ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → contacts_type
title | string | Name
uid | entity_reference | Entered By → user
created | created | Entered on
changed | changed | Updated
default_langcode | boolean | Default translation
path | path | URL alias
field_address | entity_reference | Address → address
field_first_name | string | First Name
field_last_name | string | Last Name
field_note | string_long | Note
field_phone_number | entity_reference | Phone Numbers → phone_number
field_primary | boolean | Primary
field_relationship | list_string | Relationship
field_teammate | entity_reference | Teammate → user

=== ENTITY: address | BUNDLE: contact_address | Contact Address ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → address_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_additional_address | string | Additional Address
field_address | string | Address
field_address_type | list_string | Address Type
field_city | string | City
field_primary_address | boolean | Primary
field_state | string | State
field_zipcode | string | Zipcode

=== ENTITY: address | BUNDLE: profile_mailing_addresses | Profile Mailing Addresses ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → address_type
title | string | Full Address
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_additional_address | string | Additional Address
field_address | string | Address
field_address_label | string | Address Label
field_address_notes | string_long | Address Notes
field_address_to | string | To
field_address_to_additional | string | In Care of (C/O)
field_address_type | list_string | Address Type
field_city | string | City
field_country | address_country | Country
field_default_billing | boolean | Default Billing Address
field_default_shipping | boolean | Default Shipping Address
field_old | boolean | Old
field_primary_address | boolean | Primary
field_profile | entity_reference | Old Profile → profile
field_state | string | State
field_user | entity_reference | Client → user
field_zipcode | string | Zipcode

=== ENTITY: address | BUNDLE: supplier | Supplier ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → address_type
title | string | Title
uid | entity_reference | Authored by → user
created | created | Authored on
changed | changed | Changed
default_langcode | boolean | Default translation
path | path | URL alias
field_address | string | Address
field_city | string | City
field_state | string | State
field_zipcode | string | Zipcode

=== ENTITY: address | BUNDLE: teammate_address | Teammate Address ===
id | integer | ID
uuid | uuid | UUID
langcode | language | Language
type | entity_reference | Type → address_type
title | string | Full Address
uid | entity_reference | Entered By → user
